¤é´Á,,
2000/03/14,6.5660,
2000/03/15,6.4900,
2000/03/16,6.4950,
2000/03/17,6.4520,
2000/03/20,6.4440,
2000/03/21,6.4480,
2000/03/22,6.4250,
2000/03/23,6.3850,
2000/03/24,6.3820,
2000/03/27,6.4980,
2000/03/28,6.5110,
2000/03/29,6.4550,
2000/03/30,6.4350,
2000/03/31,6.3360,
2000/04/03,6.3120,
2000/04/04,6.2570,
2000/04/05,6.1450,
2000/04/06,6.1220,
2000/04/07,6.2260,
2000/04/10,6.1820,
2000/04/11,6.0630,
2000/04/12,6.1750,
2000/04/13,6.2150,
2000/04/14,6.1910,
2000/04/17,6.1360,
2000/04/18,6.2680,
2000/04/19,6.2760,
2000/04/20,6.2210,
2000/04/21,6.2330,
2000/04/24,6.2330,
2000/04/25,6.2580,
2000/04/26,6.3710,
2000/04/27,6.3840,
2000/04/28,6.5190,
2000/05/01,6.5400,
2000/05/02,6.5860,
2000/05/03,6.5820,
2000/05/04,6.6650,
2000/05/05,6.6790,
2000/05/08,6.7580,
2000/05/09,6.8130,
2000/05/10,6.7430,
2000/05/11,6.6460,
2000/05/12,6.6530,
2000/05/15,6.7690,
2000/05/16,6.7050,
2000/05/17,6.7200,
2000/05/18,6.7500,
2000/05/19,6.7610,
2000/05/22,6.6970,
2000/05/23,6.6520,
2000/05/24,6.6560,
2000/05/25,6.7080,
2000/05/26,6.6250,
2000/05/29,6.5660,
2000/05/30,6.5650,
2000/05/31,6.6180,
2000/06/01,6.5170,
2000/06/02,6.4270,
2000/06/05,6.3710,
2000/06/06,6.3380,
2000/06/07,6.3450,
2000/06/08,6.3600,
2000/06/09,6.3550,
2000/06/12,6.3590,
2000/06/13,6.3060,
2000/06/14,6.3210,
2000/06/15,6.2430,
2000/06/16,6.2530,
2000/06/19,6.1790,
2000/06/20,6.2010,
2000/06/21,6.2230,
2000/06/22,6.3120,
2000/06/23,6.3000,
2000/06/26,6.3700,
2000/06/27,6.2690,
2000/06/28,6.2730,
2000/06/29,6.2610,
2000/06/30,6.1940,
2000/07/03,6.1780,
2000/07/04,6.1190,
2000/07/05,6.1150,
2000/07/06,6.1110,
2000/07/07,6.1580,
2000/07/10,6.1020,
2000/07/11,6.1260,
2000/07/12,6.1420,
2000/07/13,6.1790,
2000/07/14,6.1260,
2000/07/17,6.2390,
2000/07/18,6.2870,
2000/07/19,6.2830,
2000/07/20,6.2970,
2000/07/21,6.1280,
2000/07/24,6.1270,
2000/07/25,6.1650,
2000/07/26,6.1490,
2000/07/27,6.1490,
2000/07/28,6.1250,
2000/07/31,6.1460,
2000/08/01,6.1440,
2000/08/02,6.0910,
2000/08/03,6.0790,
2000/08/04,6.0670,
2000/08/07,6.0130,
2000/08/08,6.0550,
2000/08/09,6.0170,
2000/08/10,6.0200,
2000/08/11,5.9890,
2000/08/14,6.0570,
2000/08/15,6.0560,
2000/08/16,6.0920,
2000/08/17,6.1350,
2000/08/18,6.1190,
2000/08/21,6.0730,
2000/08/22,6.0840,
2000/08/23,6.0690,
2000/08/24,6.0040,
2000/08/25,5.9920,
2000/08/28,5.9960,
2000/08/29,6.0360,
2000/08/30,6.0660,
2000/08/31,6.0550,
2000/09/01,5.9660,
2000/09/04,5.9070,
2000/09/05,5.9030,
2000/09/06,5.9040,
2000/09/07,5.9310,
2000/09/08,5.9520,
2000/09/11,5.9310,
2000/09/12,5.9660,
2000/09/13,5.9590,
2000/09/14,5.9130,
2000/09/15,5.9310,
2000/09/18,5.9140,
2000/09/19,5.8960,
2000/09/20,5.9140,
2000/09/21,5.9480,
2000/09/22,5.8630,
2000/09/25,5.9120,
2000/09/26,5.9230,
2000/09/27,5.8660,
2000/09/28,5.8690,
2000/09/29,5.8600,
2000/10/02,5.8410,
2000/10/03,5.8360,
2000/10/04,5.8780,
2000/10/05,5.9050,
2000/10/06,5.8760,
2000/10/09,5.8640,
2000/10/10,5.8450,
2000/10/11,5.8100,
2000/10/12,5.7980,
2000/10/13,5.6820,
2000/10/16,5.7120,
2000/10/17,5.7420,
2000/10/18,5.6690,
2000/10/19,5.6610,
2000/10/20,5.6630,
2000/10/23,5.6620,
2000/10/24,5.6350,
2000/10/25,5.6540,
2000/10/26,5.7300,
